,id_hdv,prop_rec,prop_type,prop_ctry,prop_dep,prop_pro,prop_dis,prop_address,prop_insc,prop_reg_number,prop_tome,prop_value
1877,2-91-36,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR JOHANN SEBASTIAN BACH 191 -PISO 301 301 ,SÍ,14057989 ,0 ,136812.29 
1878,2-91-36,2,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR JOHANN SEBASTIAN BACH 191 - ESTACIONAMIENTO 11STA ,SÍ,14057828 ,0 ,17564.12 
1879,2-91-36,3,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR JOHANN SEBASTIAN BACH 191- ESTACIONAMIENTO 10 ,SÍ,14057826 ,0 ,19404.16 
1880,2-91-36,4,DEPOSITO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR JOHANN SEBASTIAN BACH 191- DEPOSITO 15 ,SÍ,14057941 ,0 ,2304.67 
1881,2-92-1,1, , , , , , , , , , 
1882,2-92-2,1,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"CALLE ITANA N° 163, INTERIOR 12 ",SÍ,11095867 ,0 ,900.01 
1883,2-92-2,2,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"CALLE ITANA N° 168, INTERIOR 12, SECCIÓN 1 ",SÍ,11108375 ,0 ,900.01 
1884,2-92-2,3,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"CALLE ITANA N° 168, INTERIOR 12, SECCIÓN 3 ",SÍ,11108377 ,0 ,900.01 
1885,2-92-2,4,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"CALLE ITANA N° 168, INTERIOR 12, SECCIÓN 4 ",SÍ,11108378 ,0 ,900.01 
1886,2-92-2,5,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"AV. A, MALECON HRC LOTE 9-A, URB. HCA ",SÍ,11122950 ,0 ,450.01 
1887,2-92-2,6,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"CALLE ITANA N° 168, INTERIOR 12, SECCIÓN 5 ",SÍ,11138321 ,0 ,900.01 
1888,2-92-2,7,INMUEBLE,PERÚ,AYACUCHO ,HUAMANGA ,AYACUCHO ,"CALLE ITANA N° 168, INTERIOR 12, SECCIÓN 6 ",SÍ,11138322 ,0 ,900.01 
1889,2-92-3,1,CASA,PERÚ,AYACUCHO ,HUAMANGA ,QUINUA ,JIRÓN SUCRE S/N QUINUA ,NO, , ,600000.01 
1890,2-93-1,1, , , , , , , , , , 
1891,2-93-2,1,TERRENO,PERÚ,JUNIN ,TARMA ,ACOBAMBA ,"LA HERMITA MZ. D, LT. 3 ",SÍ,P41008069 ,00001 ,96.10 
1892,2-93-2,2,TERRENO,PERÚ,HUANCAVELICA ,ANGARAES ,LIRCAY ,ANEXO DE OCOPA ,NO, , ,0.00 
1893,2-93-2,3,TERRENO,PERÚ,HUANCAVELICA ,ANGARAES ,LIRCAY ,"BARRIO EL PUEBLO NUEVO, LT. 12 MZ. F ",NO, , ,0.00 
1894,2-93-3,1, , , , , , , , , , 
1895,2-93-4,1, , , , , , , , , , 
1896,2-93-5,1, , , , , , , , , , 
1897,2-94-1,1, , , , , , , , , , 
1898,2-94-2,1,CASA,PERÚ,LORETO ,ALTO AMAZONAS ,YURIMAGUAS ,AA.HH. BETHEL S/N ,NO, , ,50000.00 
1899,2-94-4,1,CASA,PERÚ,LORETO ,MAYNAS ,SAN JUAN BAUTISTA ,CA. SALAVERRY LOTE 4 ,NO, , ,35000.00 
1900,2-95-1,1,CASA,PERÚ,LORETO ,UCAYALI ,CONTAMANA ,BUENAVENTURA MARQUEZ ,SÍ,10460 ,0 ,18000.00 
1901,2-95-3,1, , , , , , , , , , 
1902,2-95-4,1, , , , , , , , , , 
1903,2-96-1,1, , , , , , , , , , 
1904,2-96-2,1, , , , , , , , , , 
1905,2-96-3,1, , , , , , , , , , 
1906,2-97-2,1, , , , , , , , , , 
1907,2-97-3,1,CASA,PERÚ,ICA ,ICA ,PARCONA ,SEBASTIAN BARRANCA 765 ,NO, , ,35000.00 
1908,2-97-4,1,CASA,PERÚ,ICA ,PISCO ,SAN CLEMENTE ,AVENIDA LOS LIBERTADORES 32 ,NO, , ,350000.00 
1909,2-98-2,1,VIVIENDA,PERÚ,AYACUCHO ,HUANTA ,SIVIA ,JR. MIRAFLORES S/N BARRIO HOSPITAL ,NO, , ,20000.00 
1910,2-98-2,2,TERRENO DE CULTIVO,PERÚ,AYACUCHO ,HUANTA ,SIVIA ,C.P. GUAYAQUIL S/N ,NO, , ,20000.00 
1911,2-98-3,1, , , , , , , , , , 
1912,2-99-2,1,OFICINA,PERÚ,AREQUIPA ,AREQUIPA ,AREQUIPA ,CALLE COLON 313 OFICINA 509 ,SÍ,11165355 ,0 ,14344.11 
1913,2-99-3,1, , , , , , , , , , 
1914,2-99-5,1,CASA,PERÚ,AREQUIPA ,AREQUIPA ,CERRO COLORADO ,ASOCIACIÓN DE VIVIENDA DE PEQUEÑOS ARTESANOS MANZANA Q LOTE 2 ,SÍ,0 ,0 ,100000.00 
1915,2-99-6,1, , , , , , , , , , 
1916,2-100-1,1,CASA,PERÚ,LORETO ,MAYNAS ,SAN JUAN BAUTISTA ,CA DANIEL ALCIDES CARRION 175 ,SÍ,11038550 ,11038550 ,60000.00 
1917,2-100-2,1, , , , , , , , , , 
1918,2-100-3,1, , , , , , , , , , 
1919,2-100-4,1, , , , , , , , , , 
1920,2-101-1,1, , , , , , , , , , 
1921,2-101-2,1, , , , , , , , , , 
1922,2-101-3,1, , , , , , , , , , 
1923,2-102-1,1,TERRENO,PERÚ,ICA ,ICA ,SALAS ,ASOCIACIÓN SOL DE PUNO ,NO, , ,1100.00 
1924,2-102-2,1, , , , , , , , , , 
1925,2-102-3,1, , , , , , , , , , 
1926,2-102-4,1,VIVIENDA,PERÚ,ICA ,PISCO ,SAN CLEMENTE ,AV. PANAMERICANA 230 ,NO, , ,90.00 
1927,2-104-1,1, , , , , , , , , , 
1928,2-104-2,1, , , , , , , , , , 
1929,2-104-3,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,ATE ,CALLE 3 DE AGOSTO S/N DEP 402 ,NO, , ,150000.00 
1930,2-104-4,1, , , , , , , , , , 
1931,2-104-5,1,RUST,PERÚ,JUNIN ,HUANCAYO ,CHILCA ,JR AUQUIMARCA N° 618 ,NO, , ,8000000.00 
1932,2-105-1,1, , , , , , , , , , 
1933,2-105-2,1, , , , , , , , , , 
1934,2-105-3,1,CASA,PERÚ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA ,JR.ARICA MZ 03 LOTE 07 ,SÍ,11093471 ,2012/000350 ,70000.00 
1935,2-106-2,1,CASA,PERÚ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA ,JIRON JEQUETEPEQUE 701 ,NO, , ,0.00 
1936,2-106-3,1,TERRENO,PERÚ,MOQUEGUA ,MARISCAL NIETO ,MOQUEGUA ,SAN ANTONIO S/N ,NO, , ,20000.00 
1937,2-107-2,1, , , , , , , , , , 
1938,2-108-1,1, , , , , , , , , , 
1939,2-108-2,1,DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,BELLAVISTA ,CALLE AMANCAES N° 443-439 PISO 2 URB. JARDINES VIRU ,SÍ,70256970 ,25828383 ,38899.48 
1940,2-108-2,2,DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,BELLAVISTA ,CALLE AMANCAES N° 569 PISO 1 URB. JARDINES VIRU ,SÍ,70651717 ,25828383 ,73985.03 
1941,2-108-2,3,DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,BELLAVISTA ,CALLE AMANCAES N° 569 PISO 2 URB. JARDINES VIRU ,SÍ,70651718 ,25828383 ,58010.40 
1942,2-108-2,4,DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,BELLAVISTA ,CALLE AMANCAES N° 569 PISO 4 URB. JARDINES VIRU ,SÍ,70651719 ,25828383 ,54080.14 
1943,2-108-2,5,DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,BELLAVISTA ,CALLE AMANCAES N° 569 DPTO. 1 PISO 1 URB. JARDINES VIRU ,NO, , ,23370.00 
1944,2-108-2,6,DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,BELLAVISTA ,CALLE AMANCAES N° 569 PISO 3 URB. JARDINES VIRU ,NO, , ,62731.80 
1945,2-108-3,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. CERROS DE CAMACHO N° 440 DPTO. FLAT F19 - URB. CERROS DE CAMACHO ,SÍ,11103995 ,07644346 ,1296000.00 
1946,2-108-3,2,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. CERROS DE CAMACHO N° 450 ESTAC. 15 ,SÍ,11103911 ,07644346 ,32500.00 
1947,2-108-3,3,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. CERROS DE CAMACHO N° 450 ESTAC. 16 ,SÍ,11103912 ,07644346 ,32500.00 
1948,2-108-3,4,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. CERROS DE CAMACHO N° 450 ESTAC. 22 ,SÍ,11103918 ,07644346 ,32500.00 
1949,2-108-3,5,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. CERROS DE CAMACHO N° 450 ESTAC. 23 ,SÍ,11103919 ,07644346 ,32500.00 
1950,2-108-3,6,DEPOSITO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. CERROS DE CAMACHO N° 450 DEPOSITO 19 ,SÍ,11103970 ,07644346 ,48750.00 
1951,2-108-3,7,CASA,PERÚ,CALLAO ,CALLAO ,VENTANILLA ,CALLE I LOTE 29 - URB. SATELITE ,NO, , ,1155000.00 
1952,2-108-3,8,CASA,PERÚ,LIMA ,LIMA ,PUNTA HERMOSA ,CALLE MAR CANTABRICO N° S/N MZ. F LT. 23 URBANIZACIÓN MIRAMAR PUNTA HERMOSA LIMA PERÚ ,NO, , ,60000.00 
1953,2-108-4,1,CASA,PERÚ,CALLAO ,CALLAO ,CALLAO ,URB. VIRGEN DEL CARMEN - OQUENDO ,NO, , ,50000.00 
1954,2-108-4,2,TERRENO,PERÚ,ICA ,ICA ,ICA ,KM. 209 NUEVA PANAMERICANA SUR - URB. PRIV. MARBELLA ,NO, , ,50000.00 
1955,2-109-1,1,CASA,PERÚ,HUANCAVELICA ,HUANCAVELICA ,ASCENSION ,AV. SANTOS VILLA 1195 ,NO, , ,110394.43 
1956,2-109-2,1,2 PUESTOS,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,MERCADO CAQUETA ,NO, , ,70000.00 
1957,2-109-2,2,CASA,PERÚ,HUANCAVELICA ,HUANCAVELICA ,HUANCAVELICA ,AV. ANDRES AVELINO CACERES 447 ,NO, , ,150000.00 
1958,2-109-2,3,CASA,PERÚ,LIMA ,LIMA ,INDEPENDENCIA ,JR. LAS AMAPOLAS 260 ,SÍ,NO CONSIGNA ,NO CONSIGNA ,250000.00 
1959,2-109-2,4,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,JR. CHINCHA ,SÍ,NO CONSIGNA ,NO CONSIGNA ,200000.00 
1960,2-109-3,1,CASA,PERÚ,HUANCAVELICA ,ANGARAES ,LIRCAY ,PROLONGACIÓN GANDOLINE 320 ,NO, , ,5740.00 
1961,2-109-3,2,TERRENO,PERÚ,HUANCAVELICA ,ANGARAES ,LIRCAY ,CALLE AGRIPINO MONTALVAN S/N ,SÍ,11003914 ,C0023 ,35292.00 
1962,2-109-3,3,TERRENO,PERÚ,HUANCAVELICA ,ANGARAES ,LIRCAY ,CALLE PROYECTADA AL PUENTE MUYOCC ,SÍ,11004603 ,C0021 ,35290.00 
1963,2-110-1,1,CASA,PERÚ,HUANCAVELICA ,HUANCAVELICA ,HUANCAVELICA ,CALLE JOSE OLAYA S/N ,SÍ,- ,- ,69000.00 
1964,2-110-1,2,CASA,PERÚ,HUANCAVELICA ,HUANCAVELICA ,HUANCAVELICA ,JR PACHACUTEC 340 S/N ,NO, , ,30000.00 
1965,2-110-1,3,CASA,PERÚ,LIMA ,LIMA ,ATE ,AMSTERDAM MZ H LT 6 - URB LOS PORTALES ,SÍ,- ,- ,120000.00 
1966,2-110-2,1, , , , , , , , , , 
1967,2-110-3,1, , , , , , , , , , 
1968,2-111-1,1,INMUEBLE,PERÚ,LIMA ,LIMA ,CHORRILLOS ,JR. PUERTO CHICAMA MZ A LT. 6 URB. LOS CEDROS DE VILLA ERA ETAPA ,SÍ,11163051 ,0 ,213965.61 
1969,2-111-1,2,INMUEBLE,PERÚ,ICA ,CHINCHA ,SUNAMPE ,CP SAN IGNACIO PASAJE CASTRO 353 LT5 ,SÍ,11064374 ,0 ,22960.33 
1970,2-111-1,3,INMUEBLE,PERÚ,ICA ,CHINCHA ,SUNAMPE ,CP SAN IGNACIO PASAJE CASTRO 353 LT 4 ,SÍ,11064373 ,01 ,19214.25 
1971,2-111-1,4,INMUEBLE,PERÚ,ICA ,CHINCHA ,SUNAMPE ,"SECTOR PAGO DE PILPA, TOMA DE GONZALES, PASAJE CASTRO X ",SÍ,02010132 ,01 ,9200.00 
1972,2-111-1,5,INMUEBLE,PERÚ,ICA ,CHINCHA ,SUNAMPE ,MZ B LOTE 10 A CENTRO POBLADO SAN IGNACIO ,SÍ,11025786 ,0 ,23486.10 
1973,2-111-1,6,INMUEBLE,PERÚ,ICA ,ICA ,SALAS ,UBIC. SUR SECTOR VILLACURI PREDIO LOS OLIVOS 3 ,SÍ,11047328 ,01 ,394134.25 
1974,2-111-2,1,VIVIENDA,PERÚ,ICA ,ICA ,ICA ,URB. EL SOL DE ICA MZ. G LOTE 15 ,NO, , ,22000.00 
1975,2-111-3,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LA MOLINA ,JR. LOS ECONOMOS 405 DPTO 301 LAS ACASIAS ,SÍ,12340180 ,1614691 ,89642.18 
1976,2-111-3,2,COCHERA,PERÚ,LIMA ,LIMA ,LA MOLINA ,JR. LOS ECONOMOS 405 COCHERA ,SÍ,12340175 ,1614691 ,10144.97 
1977,2-111-3,3,TERRENO,PERÚ,ICA ,ICA ,ICA ,URB. EL OASIS 1RA ETAPA MZ. M LOTE 12 ,SÍ,11087866 ,22081766 ,22822.80 
1978,2-111-3,4,COCHERA,PERÚ,LIMA ,LIMA ,LA MOLINA ,URB. LOS ECONOMOS 405 COCHERA ,SÍ,12340176 ,22081766 ,10144.97 
1979,2-111-4,1,CASA,PERÚ,ICA ,PISCO ,PISCO ,AAHH ALTOEL MOLINO MZ F2 - LOTE 22 ,SÍ,P2205244 ,00 ,22000.00 
1980,2-112-1,1,TERRENO PROPIO,PERÚ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA ,PASAJE PLAZA DE TOROS N°120 ,SÍ,02005448 ,0 ,168930.30 
1981,2-112-2,1,INMUEBLE,PERÚ,CAJAMARCA ,CHOTA ,CHOTA ,JR. JUAN W. CAMPOS 544 ,SÍ,36025855 ,0 ,1516159.08 
1982,2-112-2,2,INMUEBLE,PERÚ,LAMBAYEQUE ,CHICLAYO ,LA VICTORIA ,"JR. PEDRO RUIZ MZ. 124, LTE.15 ",NO, , ,200000.00 
1983,2-112-3,1,CASA,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L3 - MZ.F (117.8M2) ,NO, , ,2010.06 
1984,2-112-3,2,CASA,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L4 - MZ. F. (117.8M2) ,NO, , ,2010.06 
1985,2-112-3,3,CASA,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L5 MZF. (111.47M2) ,NO, , ,1315.05 
1986,2-112-3,4,HOTEL,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,CALLE ZARUMILLA /P.B. 8417.97M2) ,NO, , ,13287.63 
1987,2-112-3,5,HOSTAL,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,JR. SANTA ROSA L-18 ,SÍ,11028261 ,0 ,110450.82 
1988,2-112-3,6,TERRENO,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L18-MZ.J (109M2) ,SÍ,11033653 ,0 ,1888.08 
1989,2-112-3,7,TERRENO,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L17-MZ.J. (109.9M2) ,SÍ,11033652 ,0 ,1888.08 
1990,2-112-3,8,TERRENO,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L18-MZ.I. (105M2) ,SÍ,11033633 ,0 ,1803.90 
1991,2-112-3,9,TERRENO,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L19 - MZI. (105M2) ,SÍ,11033634 ,0 ,1803.90 
1992,2-112-3,10,TERRENO,PERÚ,CAJAMARCA ,SAN IGNACIO ,SAN IGNACIO ,L28 MZ.I (105M2) ,SÍ,11033635 ,0 ,1883.30 
1993,2-112-4,1, , , , , , , , , , 
1994,2-112-6,1,CASA,PERÚ,LIMA ,LIMA ,PUENTE PIEDRA ,"MZ.I, LTE.1 ",NO, , ,26000.00 
1995,2-112-6,2,TERRENO,PERÚ,CAJAMARCA ,SAN PABLO ,SAN PABLO ,SECTOR EL INGENIO ,SÍ,11178485 ,0 ,20000.00 
1996,2-113-1,1,PREDIO AGRICOLA,PERÚ,MADRE DE DIOS ,TAMBOPATA ,LABERINTO ,KILOMETRO 47 MARGEN IZQUIERDA CARRETERA PUERTO MALDONADO CUSCO ,NO, , ,20000.00 
1997,2-113-2,1,PREDIO URBANO,PERÚ,MADRE DE DIOS ,TAMBOPATA ,LAS PIEDRAS ,ASOCIACION DE VIVIENDA MONTE ALEGRE MANZANA G LOTE 20 EL TRINFO ,NO, , ,120000.00 
1998,2-113-2,2,PREDIO AGRICOLA,PERÚ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA ,COMUNIDAD CHORRILLOS ,NO, , ,70000.00 
1999,2-113-3,1,DERECHOS Y ACCIONES DE PREDIO,PERÚ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA ,JIRON GONZALES PRADA 977 ,SÍ,05006464 ,XXXXX ,70000.00 
2000,2-114-1,1,TERRENO,PERÚ,CAJAMARCA ,SANTA CRUZ ,CHANCAYBAÑOS ,BAÑOS TERMALES ,NO, , ,10000.00 
2001,2-114-1,2,TERRENO,PERÚ,CAJAMARCA ,CHOTA ,CHOTA ,IRACA CHICA ,NO, , ,30000.00 
2002,2-114-2,1,CASA,PERÚ,CALLAO ,CALLAO ,VENTANILLA ,MZ T5 LOTE 16 AAHH LOS LICENCIADOS ,NO, , ,30000.00 
2003,2-114-3,1,TERRENO,PERÚ,CAJAMARCA ,CAJAMARCA ,LOS BAÑOS DEL INCA ,BAÑOS DEL INCA ,NO, , ,8006.40 
2004,2-114-3,2,TERRENO RURAL,PERÚ,CAJAMARCA ,CAJAMARCA ,JESUS ,LA QUEBRADA ,NO, , ,20000.00 
2005,2-114-4,1,CASA,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,JR. RAUL COHEN -189 ,SÍ,07073365 ,0419 ,116995.65 
2006,2-114-4,2,CASA,PERÚ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA ,AV. VIA DE EVITAMIENTO 252 SANTA MERCEDES ,NO, , ,1068254.35 
2007,2-114-4,3,FUNDO,PERÚ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA ,CASERIO CASA BLANCA ,NO, , ,300000.00 
2008,2-114-5,1,TERRENO,PERÚ,CAJAMARCA ,JAEN ,JAEN ,"SECTOR EL PONGO, VALLE JAEN ",SÍ,02085323 ,23931 ,150000.00 
2009,2-114-5,2,TERRENO,PERÚ,CAJAMARCA ,JAEN ,JAEN ,SECTOR EL PONGO PARCELA UC 30018 ,SÍ,02099927 ,8851 ,100000.00 
2010,2-114-5,3,CASA,PERÚ,CAJAMARCA ,JAEN ,JAEN ,"CALLE ZARUMILLA 1805 SUB LOTE B, SECTOR PUEBLO NUEVO ",SÍ,11025373 ,0031 ,100000.00 
2011,2-114-6,1,CASA,PERÚ,CAJAMARCA ,CAJABAMBA ,CAJABAMBA ,JR. KING 689 ,SÍ,11160619 ,- ,9284.14 
2012,2-114-6,2,LOTE,PERÚ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA ,CASERIO PAMPA CHICA ,NO, , ,4000.00 
2013,2-115-2,1,CASA,PERÚ,LIMA ,LIMA ,MIRAFLORES ,AV GRAU 170 -D ,SÍ,1844086 ,- ,104108.01 
2014,2-115-2,2,CASA,PERÚ,LIMA ,BARRANCA ,BARRANCA ,GIO BATTA ISOLA 212 ,SÍ,07074391 ,- ,38044.52 
2015,2-115-2,3,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,MIRAFLORES ,GRIMALDO DEL SOLAR 326A ,SÍ,11901704 ,- ,49078.12 
2016,2-115-3,1,CASA,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,MONTE MAYOR 150 ,SÍ,44853485 ,C00002 ,222688.50 
2017,2-115-4,1,INMUEBLE,PERÚ,LIMA ,LIMA ,SURQUILLO ,CALLE LOS HALCONES 326 ,SÍ,49020647 ,C0005 ,360135.06 
2018,2-115-5,1, , , , , , , , , , 
2019,2-115-6,1,TERRENO,ESTADOS UNIDOS, , , ,LEHIGH ACRES - FLORIDA ,NO, , ,350000.00 
2020,2-115-7,1, , , , , , , , , , 
2021,2-115-8,1,CASA,PERÚ,LIMA ,LIMA ,PUNTA HERMOSA ,MZ. E LT 16 URB EL SILLENCIO ,SÍ,11130855 ,- ,143786.95 
2022,2-115-8,2,CASA,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,ALFREDO NOVOA 126 URB VISTA ALEGRE ,SÍ,44903652 ,- ,179149.97 
2023,2-115-8,3,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,MIRAFLORES ,AV JOSE PARDO 764 DPPTO 101 ,SÍ,41653469 ,129571 ,206405.24 
2024,2-115-9,1, , , , , , , , , , 
2025,2-115-10,1,TERRENO,PERÚ,APURIMAC ,ABANCAY ,TAMBURCO ,LOTE 06 MZ A ,SÍ,11016734 ,- ,1969.00 
2026,2-115-10,2,TERRENO,PERÚ,APURIMAC ,ABANCAY ,TAMBURCO ,LOTE 07 MZ A ,SÍ,11016733 ,- ,2049.60 
2027,2-115-11,1, , , , , , , , , , 
2028,2-115-12,1, , , , , , , , , , 
2029,2-115-13,1,CASA,PERÚ,LIMA ,LIMA ,COMAS ,JR SUR PERU 159 - 161 ,NO, , ,97185.66 
2030,2-115-13,2,CASA,PERÚ,LIMA ,CAÑETE ,SAN VICENTE DE CAÑETE ,SSHH VILLA EL CARMEN ,NO, , ,96000.00 
2031,2-115-14,1, , , , , , , , , , 
2032,2-115-15,1, , , , , , , , , , 
2033,2-115-16,1,OFICINA,PERÚ,LIMA ,LIMA ,LIMA ,JR. AZANGARO 866 OF. 202 ,SÍ,157689 ,- ,33839.04 
2034,2-115-16,2,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LA VICTORIA ,RICARDO FLORES 249 ,SÍ,1102637 ,- ,49823.37 
2035,2-115-16,3,CASA,PERÚ,LIMA ,CAÑETE ,ASIA ,MZ G LOTE 7 SANTA CRUZ ,NO, , ,104398.00 
2036,2-115-16,4,STAND,PERÚ,LIMA ,LIMA ,SAN JUAN DE MIRAFLORES ,AV. HEROES 17 ,NO, , ,5367.44 
2037,2-115-16,5,CASA,PERÚ,LIMA ,CAÑETE ,ASIA ,MZ U LT 7 SANTA CRUZ ,NO, , ,50249.00 
2038,2-115-16,6,CASA,PERÚ,LIMA ,LIMA ,SAN JUAN DE MIRAFLORES ,MZ C LT 3 COOP SAN JUANITO ,NO, , ,144294.26 
2039,2-115-16,7,CASA,PERÚ,LIMA ,LIMA ,SAN JUAN DE MIRAFLORES ,MZ B LT 11 COOP SAN JUANITO ,NO, , ,119728.50 
2040,2-115-16,8,CASA,PERÚ,LIMA ,LIMA ,SAN JUAN DE MIRAFLORES ,MZ B LT 12 COOP SAN JUANITO ,NO, , ,108801.66 
2041,2-115-17,1,CASA,PERÚ,LIMA ,LIMA ,PUENTE PIEDRA ,"ADP LOS SAUCES,A,10 ",NO, , ,10828.19 
2042,2-115-18,1,TERRENO,PERÚ,PIURA ,PIURA ,CASTILLA ,VILLA CALIFORNIA ,NO, , ,3999.00 
2043,2-115-19,1,CASA,PERÚ,LIMA ,LIMA ,SANTA ANITA ,CALLE FORTALEZA 223 COOP. ANDAHUAYLAS ,NO, , ,23882.20 
2044,2-115-21,1,CASA,PERÚ,LIMA ,LIMA ,LIMA ,CALLE 14 MZ 68 LOTE 3A-2 ,SÍ,11666384 ,89358 ,62543.98 
2045,2-115-22,1, , , , , , , , , , 
2046,2-115-23,1,CASA,PERÚ,JUNIN ,HUANCAYO ,SICAYA ,JR CONSTITUCION B1 LT 4 ,SÍ,16005960 ,- ,180000.00 
2047,2-115-23,2,CASA,PERÚ,LIMA ,LIMA ,CARABAYLLO ,CALLE 12 MZ D1 LT 7 URB SANTO DOMINGO 8VA ETAPA ,SÍ,13019970 ,- ,58142.40 
2048,2-115-23,3,TERRENO,PERÚ,LIMA ,HUAURA ,HUACHO ,MZ A LT 24 URB LAS GARDENIAS ,SÍ,50149604 ,- ,4480.00 
2049,2-115-24,1, , , , , , , , , , 
2050,2-115-25,1, , , , , , , , , , 
2051,2-115-26,1, , , , , , , , , , 
2052,2-115-27,1,TERRENO,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE ,URB. MONTERRICO II CHICLAYO LT 3 ,SÍ,11050790 ,- ,23396.00 
2053,2-115-27,2,TERRENO,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE ,URB. MONTERRICO II CHICLAYO LT 4 ,SÍ,11050791 ,- ,11760.00 
2054,2-115-28,1, , , , , , , , , , 
2055,2-115-30,1, , , , , , , , , , 
2056,2-115-32,1,CASA,PERÚ,CALLAO ,CALLAO ,VENTANILLA ,MZ C LT 3 VENTANILLA VILLAMOTO ,SÍ,P01263284 ,- ,30632.40 
2057,2-115-35,1,TERRENO,PERÚ,LIMA ,CAÑETE ,SAN VICENTE DE CAÑETE ,MZ F LT 12 CIUDAD CIENTIFICA ,NO, , ,5000.00 
2058,2-115-36,1, , , , , , , , , , 
2059,2-116-1,1,HIPOTECADO,PERÚ,LAMBAYEQUE ,CHICLAYO ,PIMENTEL ,GALILEA SOL DE PIMENTEL ,SÍ,P3400 ,000 ,
2060,2-116-2,1,PROPIO,PERÚ,LAMBAYEQUE ,CHICLAYO ,LA VICTORIA ,AV. MACHU PICHU ,SÍ,P10013413 ,0 ,25000.00 
2061,2-116-2,2,TERRENO,PERÚ,AMAZONAS ,UTCUBAMBA ,BAGUA GRANDE ,UTCUBAMBABAGUA GRANDEJR HIGOS URCO Y LAS MERCEDES NUM 560 - PUEBLO TRADICIONAL CERCADO DE BAGUA G ,SÍ,11006552 ,REGISTRO DE PREDIOS ,30000.00 
2062,2-116-3,1, , , , , , , , , , 
2063,2-117-1,1,CASA,PERÚ,CALLAO ,CALLAO ,CALLAO ,PS 62 MZ. B 13-17 ZONA 1 ASENT.H BOCANEGRA ,SÍ,P01 107539 ,U0646 0005 ,9191.10 
