,id_hdv,univ_rec,univ_name,has_univ_complete,univ_career,univ_gradute,univ_bachelorette,univ_year,univ_title,univ_title_year
1396,2-129-2,1,UNIVERSIDAD PRIVADA TELESUP ,NO,DERECHO CORPORATIVO , , , , , 
1397,2-129-3,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,ODONTOLOGIA ,SÍ,SÍ,1988 ,SÍ,1988 
1398,2-129-5,1, , , , , , , , 
1399,2-129-6,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2010 ,SÍ,2010 
1400,2-130-1,1,UNIVERSIDAD PRIVADA SAN PEDRO DE CHIMBOTE ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2007 ,NO, 
1401,2-130-1,2,UNIVERSIDAD PRIVADA ALAS PERUANAS DE LIMA , ,DERECHO Y CIENCIAS POLÍTICAS , , , ,SÍ,2008 
1402,2-130-2,1,UNIVERSIDAD PARTICULAR SEÑOR DE SIPAN ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2013 
1403,2-130-3,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2004 ,SÍ,2004 
1404,2-130-4,1,UNIVERSIDAD PRIVADA SAN MARTIN DE PORRES ,NO,INGENIERÍA DE SISTEMAS ,NO,NO, ,NO, 
1405,2-130-5,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,ESTOMATOLOGÍA ,SÍ,SÍ,2004 ,SÍ,2004 
1406,2-130-6,1,CESAR VALLEJO ,NO,DERECHO Y CIENCIAS POLÍTICAS ,NO,NO, ,NO, 
1407,2-131-2,1, , , , , , , , 
1408,2-131-3,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,NO,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS ,NO,NO, ,NO, 
1409,2-131-4,1,UNIVERSIDAD PRIVADA SAN PEDRO ,NO,ADMINISTRACIÓN ,NO,NO, ,NO, 
1410,2-131-5,1,CESAR VALLEJO ,SÍ,LICENCIADO EN EDUCACIÓN PRIMARIA ,SÍ,SÍ,2014 ,SÍ,2015 
1411,2-131-5,2, , , , , , , , 
1412,2-131-5,3, , , , , , , , 
1413,2-131-5,4, , , , , , , , 
1414,2-131-5,5, , , , , , , , 
1415,2-131-5,6, , , , , , , , 
1416,2-131-5,7, , , , , , , , 
1417,2-131-6,1, , , , , , , , 
1418,2-132-1,1,UNIVERSIDAD NACIONAL DE HUANCAVELICA , ,INGENIERIA DE MINAS , , , , , 
1419,2-132-1,2,UNIVERSIDAD NACIONAL DE HUANCAVELICA , ,INGENIERIA DE MINAS , , , , , 
1420,2-132-2,1,UNIVERSIDAD DE LIMA ,SÍ,DERECHO ,SÍ,SÍ,2016 ,NO, 
1421,2-133-3,1, , , , , , , , 
1422,2-133-4,1,CESAR VALLEJO ,NO,ADMINISTRACION DE EMPRESAS ,NO,NO, ,NO, 
1423,2-134-1,1, , , , , , , , 
1424,2-135-1,1,UNIVERSIDAD NACIONAL DE UCAYALI ,SÍ,AGRONOMIA ,SÍ,SÍ,2017 ,NO, 
1425,2-135-2,1,UNIVERSIDAD PRIVADA PUCALLPA ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
1426,2-135-3,1,UNIVERSIDAD NACIONAL DE UCAYALI ,SÍ,DOCENTE ,SÍ,SÍ,2016 ,NO, 
1427,2-136-1,1, , , , , , , , 
1428,2-136-2,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,LIC EN EDUCACIÓN PRIMARIA ,NO,NO, ,SÍ,2008 
1429,2-136-3,1, , , , , , , , 
1430,2-136-4,1,UNIVERSIDAD INDOAMERICANA ,SÍ,RADIO ELECTRÓNICA ,NO,NO, ,SÍ,1972 
1431,2-136-5,1, , , , , , , , 
1432,2-136-6,1, , , , , , , , 
1433,2-136-7,1, , , , , , , , 
1434,2-137-1,1,UNIVERSIDAD NACIONAL DEL CALLAO ,SÍ,INGENIERÍA DE ALIMENTOS ,SÍ,SÍ,1995 ,SÍ,2000 
1435,2-137-3,1,UNIVERSIDAD SAN MARTÍN DE PORRAS ,NO,ADMINISTRACIÓN DE EMPRESAS ,NO,NO, ,NO, 
1436,2-138-1,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,DERECHO ,SÍ,SÍ,2009 ,SÍ,2010 
1437,2-138-1,2,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA ,NO,BIOLOGIA , , , , , 
1438,2-138-2,1,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN ,NO,INGENIERIA METALURGICA , , , , , 
1439,2-138-3,1,UNIVERSIDAD PRIVADA DE TACNA ,SÍ,INGENIERIA COMERCIAL ,NO,NO, ,NO, 
1440,2-139-1,1,UNIVERSIDAD DE SAN MARTÍN DE PORRES ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1994 ,SÍ,1994 
1441,2-139-2,1,UNIVERSIDAD NACIONAL DE SAN MARTIN ,SÍ,ADMINISTRACIÓN DE TURISMO ,SÍ,SÍ,2007 ,SÍ,2008 
1442,2-139-4,1, , , , , , , , 
1443,2-140-1,1,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2005 ,SÍ,2019 
1444,2-140-2,1,UNIERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA ,SÍ,ADMINISTRACION DE EMPRESAS ,SÍ,SÍ,2004 ,SÍ,2005 
1445,2-140-3,1,UNIVERSIDAD PRIVADA JOSE CARLOS MARIATEGUI ,SÍ,OBSTETRICIA ,SÍ,SÍ,2007 ,SÍ,2007 
1446,2-140-4,1,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
1447,2-141-1,1,UNIVERSIDAD LOS ÁNGELES DE CHIMBOTE FILIAL CHICLAYO ,NO,DERECHO ,NO,NO, ,NO, 
1448,2-141-3,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,ABOGADO ,SÍ,SÍ,1993 ,SÍ,1994 
1449,2-141-4,1,INCA GARCILASO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2009 ,SÍ,2009 
1450,2-142-1,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2017 ,NO, 
1451,2-142-2,1, , , , , , , , 
1452,2-142-3,1, , , , , , , , 
1453,2-143-1,1,UNIVERSIDAD TECNOLÓGICA DE LOS ANDES ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2011 ,SÍ,2013 
1454,2-143-3,1,MICAELA BASTIDAS DE APURIMAC ,NO,ADMINISTRACIÓN ,NO,NO, ,NO, 
1455,2-145-1,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,NO,SOCIOLOGÍA ,NO,NO, ,NO, 
1456,2-145-2,1,UNIVERSIDAD DEL CALLAO ,SÍ,ECONOMÍA ,SÍ,SÍ,1982 ,SÍ,1987 
1457,2-145-2,2,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,ADMINISTRACIÓN DE NEGOCIOS ,NO,NO, ,NO, 
1458,2-145-3,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,DOCENCIA ,SÍ,SÍ,2003 ,SÍ,2004 
1459,2-145-4,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,SOCIOLOGÍA ,SÍ,SÍ,1992 ,NO, 
1460,2-145-5,1,UNIVERSIDAD PRIVADA DEL NORTE ,NO,ADMINISTRACIÓN DE EMPRESAS ,NO,NO, , , 
1461,2-145-6,1, , , , , , , , 
1462,2-146-1,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,1975 ,SÍ,1976 
1463,2-146-2,1,UNIVERSIDAD ANDINA DEL CUSCO ,SÍ,DERECHO ,SÍ,SÍ,2003 ,SÍ,2003 
1464,2-146-3,1,UNIVERSIDAD GARCILAZO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2016 ,SÍ,2017 
1465,2-146-4,1,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO ,NO,ANTROPOLOGÍA ,NO,NO, ,NO, 
1466,2-146-4,2,UNIVERSIDAD TECNOLÓGICA DE LOS ANDES ,NO,DERECHO Y CIENCIAS POLÍTICAS ,NO,NO, ,NO, 
1467,2-146-5,1,UNIVERSIDAD ANDINA DEL CUZCO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2018 ,SÍ,2019 
1468,2-147-1,1,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA ,SÍ,AGRONOMIA ,SÍ,SÍ,1980 ,SÍ,1980 
1469,2-147-2,1,UNIVERSIDAD PRIVADA SAN PEDRO ,SÍ,EDUCACIÓN ,SÍ,SÍ,2001 ,SÍ,2001 
1470,2-147-2,2,UNIVERSIDAD PERUANA UNIÓN ,SÍ,TEOLOGÍA ,SÍ,SÍ,2012 ,NO, 
1471,2-147-3,1,INCA GARCILASO DE LA VEGA ,SÍ,PSICOLOGIA ,SÍ,SÍ,1988 ,SÍ,1991 
1472,2-147-3,2,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,CIENCIAS HISTÓRICO SOCIALES Y EDUCACIÓN ,SÍ,SÍ,1997 ,SÍ,1999 
1473,2-148-2,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,SOCIOLOGIA ,SÍ,SÍ,1994 ,SÍ,1996 
1474,2-148-5,1,UNIVERSIDAD ANDINA DEL CUSCO ,SÍ,CIRUJANO DENTISTA ,SÍ,SÍ,2009 ,SÍ,2009 
1475,2-149-1,1,UNIVERSIDAD CATOLICA DE SANTA MARIA ,NO,ASISTENTE SOCIAL ,NO,NO, ,NO, 
1476,2-149-2,1,UNIVERSIDAD CATOLICA DE SANTA MARIA ,SÍ,DERECHO ,SÍ,SÍ,1998 ,SÍ,2000 
1477,2-149-3,1,UNIVERSIDAD CATOLICA DE SANTA MARIA ,SÍ,ARQUITECTURA ,SÍ,SÍ,2009 ,NO, 
1478,2-149-4,1,UNIVERSIDAD ALAS PERUANAS - FILIAL AREQUIPA ,NO,DERECHO , , , , , 
1479,2-149-5,1,SAN LUIS GONZAGA DE ICA ,SÍ,CIRUJANO DENTISTA ,SÍ,SÍ,2001 ,SÍ,2002 
1480,2-149-6,1,UNIVERSIDAD CATOLICA DE SANTA MARIA ,SÍ,DERECHO ,SÍ,SÍ,2008 ,SÍ,2009 
1481,2-150-1,1,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ ,SÍ,ADMINISTRACION Y MARKETING ,SÍ,SÍ,2019 ,NO, 
1482,2-150-2,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,ANTROPOLOGIA ,SÍ,SÍ,2004 ,SÍ,2005 
1483,2-150-3,1,UNIVERSIDAD NACIONAL DE SAN AGUSTIN ,SÍ,ENFERMERIA ,SÍ,SÍ,1978 ,SÍ,1979 
1484,2-150-3,2,UNIVERSIDAAD NESTOR CACERES VELASQUEZ ,SÍ,DERECHO ,SÍ,SÍ,1993 ,SÍ,1993 
1485,2-150-4,1,ANDINA NESTOR CACERES VELASQUEZ ,NO,CONTABILIDAD ,NO,NO, ,NO, 
1486,2-150-5,1, , , , , , , , 
1487,3-1-1,1,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ ,SÍ,DERECHO ,SÍ,SÍ,1997 ,SÍ,1997 
1488,3-1-2,1,UNIVERSIDAD ANDINA NESTOR CACERES VELAQUEZ ,SÍ,DERECHO ,SÍ,SÍ,2007 ,SÍ,2007 
1489,3-1-3,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO - UNA ,SÍ,INGENERIA MECANICA ELECTRICA ,SÍ,SÍ,2016 ,NO, 
1490,3-1-5,1,UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO ,SÍ,DERECHO ,SÍ,SÍ,1985 ,SÍ,1989 
1491,3-2-1,1,UNIVERSIDAD PRIVADA SAN PEDRO ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
1492,3-2-2,1,ULADECH ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2013 
1493,3-2-3,1, , , , , , , , 
1494,3-2-4,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,EDUCACIÓN ,SÍ,SÍ,1989 ,SÍ,1989 
1495,3-2-5,1,UNIVERSIDAD CÉSAR VALLEJO ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,2016 ,SÍ,2016 
1496,3-3-4,1, , , , , , , , 
1497,3-4-1,1, , , , , , , , 
1498,3-4-3,1,UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,1996 ,SÍ,2001 
1499,3-4-5,1, , , , , , , , 
1500,3-5-1,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,ECONOMIA ,SÍ,SÍ,2006 ,SÍ,2010 
1501,3-5-2,1,UNIVERSIDAD PRIVADA DEL NORTE ,SÍ,ADMINISTRACION ,SÍ,SÍ,2017 ,NO, 
1502,3-5-3,1,UNIVERSIDAD PARTICULAR DE IQUITOS ,SÍ,DERECHO ,SÍ,SÍ,1998 ,SÍ,2000 
1503,3-5-4,1,UNIVERSIDAD CIENTÍFICA DEL PERU ,NO,DERECHO Y CIENCIAS POLÍTICA ,NO,NO, ,NO, 
1504,3-6-2,1,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2014 ,SÍ,2015 
1505,3-6-3,1,UNIVERSIDAD FEDERICO VILLARREAL -LIMA ,SÍ,CONTABILIDAD ,SÍ,SÍ,1986 ,SÍ, 
1506,3-6-4,1, , , , , , , , 
1507,3-6-5,1,UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO ,SÍ,ENFERMERIA ,SÍ,SÍ,2010 ,SÍ,2010 
1508,3-7-1,1, , , , , , , , 
1509,3-7-2,1, , , , , , , , 
1510,3-7-3,1, , , , , , , , 
1511,3-8-3,1,ALAS PERUANAS ,SÍ,ADMINISTRACION Y NEGOCIOS INTERNACIONALES ,SÍ,SÍ,2018 ,NO, 
1512,3-9-1,1, , , , , , , , 
1513,3-9-2,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,BACHILLER EN DERECHO Y CIENCIA POLITICA ,SÍ,SÍ,2006 ,SÍ,2010 
1514,3-9-3,1, , , , , , , , 
1515,3-9-4,1, , , , , , , , 
1516,3-9-5,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,MEDICINA VETERINARIA ,SÍ,SÍ,2010 ,SÍ,2011 
1517,3-9-6,1,UNIVERSIDAD MARCELINO CHAMPAGNAT ,SÍ,LIC EN EDUCACIÓN PSICOLOGIA ,SÍ,SÍ,2015 ,SÍ,2015 
1518,3-10-1,1,SAN LUIS GONZAGA DE ICA ,SÍ,ECONOMÍA Y CONTABILIDAD ,NO,NO, ,NO, 
1519,3-10-2,1,INCA GARCILAZO DE LA VEGA ,SÍ,ADMINISTRACIÓN DE EMPRESAS ,SÍ,SÍ,2006 ,SÍ,2015 
1520,3-10-3,1,UNIVERSIDAD PRIVADA CÉSAR VALLEJO ,SÍ,INGENIERIA MECANICA ,SÍ,SÍ,2011 , , 
1521,3-10-4,1,SAN LUIS GONZAGA DE ICA ,SÍ,INGENIERIA DE SISTEMAS ,SÍ,SÍ,2006 ,SÍ, 
1522,3-11-1,1, , , , , , , , 
1523,3-11-2,1,UNIVERSIDAD DE LIMA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1988 ,NO, 
1524,3-11-3,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,DERECHO ,SÍ,SÍ,1995 ,SÍ,1995 
1525,3-11-4,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,EDUCACIÓN ,SÍ,SÍ,1991 ,SÍ,1999 
1526,3-11-4,2,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,CIENCIAS FINANCIERAS Y CONTABLE ,SÍ,SÍ,1999 ,SÍ,2008 
1527,3-11-5,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,NO,UNGENERIA PESQUERA , , , ,NO, 
1528,3-11-6,1,POTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,DERECHO , , , ,SÍ,2017 
1529,3-11-7,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2002 ,SÍ,2004 
1530,3-11-8,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,DERECHO ,SÍ,SÍ,2014 ,NO, 
1531,3-11-8,2,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,PROGRAMA DE ACTUALIZACIÓN PROFESIONAL EN DERECHO ,NO,NO, ,SÍ,2014 
1532,3-11-9,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,NO,ESTUDIOS GENERALES , , , , , 
1533,3-11-11,1,UNIVERSIDAD SAN CRISTOBAL DE HUAMANGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2004 ,SÍ,2015 
1534,3-11-12,1, , , , , , , , 
1535,3-11-13,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1974 ,SÍ,1974 
1536,3-11-13,2,UNIVERSIDAD MAYOR DE SAN MARCOS ,SÍ,ESPECIALIZACION DE PEDIATRIA ,SÍ,SÍ,1974 ,SÍ,1974 
1537,3-11-14,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1989 ,SÍ,1990 
1538,3-11-15,1, , , , , , , , 
1539,3-11-16,1, , , , , , , , 
1540,3-11-17,1,UNIVERSIDAD PRIVADA INCA GARCILASO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2012 ,SÍ,2015 
1541,3-11-18,1,UNIVERSIDAD MAYOR DE SAN MARCOS ,NO,CIENCIAS SOCIALES - ANTROPOLOGIA ,NO,NO, ,NO, 
1542,3-11-19,1, , , , , , , , 
1543,3-11-20,1, , , , , , , , 
1544,3-11-21,1, , , , , , , , 
1545,3-11-22,1,UNIVERSIDAD RICARDO PALMA ,SÍ,TRADUCCIÓN E INTERPRETACIÓN ,SÍ,SÍ,2019 ,NO, 
1546,3-11-23,1, , , , , , , , 
1547,3-11-24,1,UNIVERSIDAD FEDERICO VILLAREAL ,SÍ,SOCIOLOGIA ,SÍ,SÍ,1993 ,SÍ,1994 
1548,3-11-26,1,ENRIQUE GUZMAN Y VALLE ,SÍ,EDUCACION DE ADULTOS Y PRIMARIA ,SÍ,SÍ,1997 ,SÍ,1998 
1549,3-11-27,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,CIENCIAS ECONOMICAS ,SÍ,SÍ,2000 ,SÍ,2001 
1550,3-11-28,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,NO,DERECHO ,NO,NO, ,NO, 
1551,3-11-29,1, , , , , , , , 
1552,3-11-30,1,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS ,SÍ,DERECHO ,SÍ,SÍ,2011 ,SÍ,2013 
1553,3-11-31,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,NO,EDUCACIÓN ,NO,NO, ,NO, 
1554,3-11-32,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,INGENIERIA ADMINISTRATIVA E INDUSTRIAL ,SÍ,SÍ,2017 , , 
1555,3-11-33,1,INCA GARCILAZO DE LA VEGA ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
1556,3-11-34,1,UPC ,NO,ADMINISTRACIÓN DE NEGOCIOS ,NO,NO, , , 
1557,3-11-34,2,PUCP ,NO,DIPLOMADO GESTIÓN DEPORTIVA ,NO,NO, ,NO, 
1558,3-11-35,1,UNIVERSIDAD NACIONAL DE INGENIERIA ,SÍ,INGIENERIA INDUSTRIAL ,SÍ,SÍ,2002 ,NO, 
1559,3-11-36,1,PONTIFICA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,ECONOMIA ,SÍ,SÍ,1985 ,NO, 
1560,3-11-36,2,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,HISTORIA ,NO,NO, ,NO, 
1561,3-12-1,1,UNIVERSIDAD DANIEL ALCIDES CARRION ,SÍ,INGENIERÍA GEOLÓGICA ,SÍ,SÍ,2015 ,NO, 
1562,3-12-2,1,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ, ,SÍ, 
1563,3-12-3,1,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION ,SÍ,CIENCIAS DE INGENIERÍA DE MINAS ,SÍ,SÍ,2019 ,NO, 
1564,3-13-2,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,EDUCACIÓN PRIMARIA ,SÍ,SÍ,2018 ,SÍ,2019 
1565,3-13-2,2,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2005 ,SÍ,2006 
1566,3-13-3,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,SOCIOLOGÍA ,SÍ,SÍ,2010 ,NO, 
1567,3-13-4,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2014 ,SÍ,2015 
1568,3-13-5,1, , , , , , , , 
1569,3-14-1,1,UNIVERSIDAD PRIVADA HUANUCO ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2002 ,SÍ,2003 
1570,3-14-2,1, , , , , , , , 
1571,3-14-3,1,UNIVERSIDAD PERUANA LOS ANDES ,SÍ,DERECHO Y CIENCAS POLITICAS ,SÍ,SÍ,2018 ,NO, 
1572,3-15-1,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,CONTABILIDAD ,SÍ,SÍ,2006 ,SÍ,2006 
1573,3-15-2,1,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL ,SÍ,ECONOMIA ,SÍ,SÍ,1993 ,SÍ,2008 
1574,3-15-3,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,EDUCACION ,SÍ,SÍ,2013 ,SÍ,2015 
1575,3-15-4,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,PERIODISMO ,SÍ,SÍ,2013 ,SÍ,2015 
1576,3-15-5,1,UNIVERSIDAD ANDINA DE CUSCO - UTEA ,SÍ,CONTABILIDAD ,SÍ,SÍ,2010 ,SÍ,2015 
1577,3-16-3,1,UNIVERSIDAD SAN PEDRO ,NO,CONTABILIDAD ,NO,NO, ,NO, 
1578,3-16-4,1,SAN LUIS GONZAGA DE ICA ,SÍ,CONTABILIDAD ,NO,NO, ,SÍ, 
1579,3-16-5,1, , , , , , , , 
1580,3-16-6,1, , , , , , , , 
1581,3-17-2,1, , , , , , , , 
1582,3-17-3,1, , , , , , , , 
1583,3-18-1,1,UNIVERSIDAD PRIVADA CESAR VALLEJO SAC ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2004 ,SÍ,2004 
1584,3-18-2,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2001 ,SÍ,2001 
1585,3-18-2,2,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,ESPECIALISTA CIRUGÍA GENERAL ,SÍ,SÍ,2001 ,SÍ,2008 
1586,3-18-3,1,UNIVERSIDAD PRIVADA DEL NORTE ,SÍ,INGENIERÍA DE SISTEMAS ,SÍ,SÍ,2008 ,SÍ,2012 
1587,3-18-4,1, , , , , , , , 
1588,3-18-5,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,EDUCACIÓN ,SÍ,SÍ,2005 ,NO, 
1589,3-18-6,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,LICENCIADO EN ENFERMERÍA ,SÍ,SÍ,1991 ,SÍ,1992 
1590,3-18-6,2,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,ESPECIALISTA EN ENFERMERIA CUIDADO DEL ADULTO EN TERAPIA INTENSIVA , , , ,SÍ,2009 
1591,3-18-7,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,PROFESOR DE EDUCACIÓN SECUNDARIA ,NO,NO, ,SÍ,1968 
1592,3-19-1,1,JOSE FAUSTINO SANCHEZ CARRIÓN ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1999 ,SÍ,1999 
1593,3-19-2,1, ,NO, ,NO,NO, ,NO, 
1594,3-19-3,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1999 ,SÍ,1999 
1595,3-19-4,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2017 
1596,3-19-4,2,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2017 
1597,3-20-1,1,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU ,SÍ,ESPAÑOL Y LITERATURA ,SÍ,SÍ,1995 ,SÍ,1996 
1598,3-20-2,1,UNIVERSIDAD PERUANA LOS ANDES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,1992 ,SÍ,1996 
1599,3-20-3,1,UNIVERSIDAD PERUANA LOS ANDES ,NO,ADMINISTRACION Y SISTEMAS , , , ,NO, 
1600,3-20-4,1,HERMILIO VALDIZAN ,SÍ,EDUCACION ,SÍ,SÍ,1993 ,SÍ,1993 
1601,3-20-5,1,ALAS PERUANAS ,SÍ,ESTOMATOLOGÍA ,SÍ,SÍ,2016 ,SÍ,2017 
1602,3-21-1,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,INGENIERIA DE MINAS ,SÍ,SÍ,1993 ,SÍ,1999 
1603,3-21-2,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,EDUCACION INICIAL - FOLKLORE Y CULTURA POPULAR ,SÍ,SÍ,2013 ,SÍ,2015 
1604,3-21-3,1,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA ,SÍ,INGENIERIA DE SISTEMAS ,SÍ,SÍ,2018 , , 
1605,3-22-1,1,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN ,SÍ,CIENCIAS DE LA COMUNICACIÓN ,SÍ,SÍ,2015 ,NO, 
