,id_hdv,work_rec,workplace,ocup,ruc,Address,start_year,end_year,cntr_wp,dept_wp,prov_wp,dist_wp
1907,2-70-3,1,I.E.P. RICARDO PALMA ,DOCENTE - ABOGADO , ,JR. SANTO DOMINGO N° 180 ,2004,2019,PERÚ ,CALLAO ,CALLAO ,CARMEN DE LA LEGUA-REYNOSO 
1908,2-70-4,1,HOSPITAL II JORGE REATEGUI DELGADO ,MÉDICO ASISTENCIAL , ,PROLONGACIÓN AV. GRAU S/N ,2011,2019,PERÚ ,PIURA ,PIURA ,PIURA 
1909,2-70-7,1,NEGOCIACIONES COMERCIAL EBA E.I.R.L. ,ADMINISTRADORA ,20510728042,UNIVERSIDAD NACIONAL DE INGENIERÍA - UNI ,2005,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,LOS OLIVOS 
1910,2-72-1,1,INDEPENDIENTE ,ÁREA DE VENTAS , ,"AV. SAENZ PEÑA N° 1079, OFICINA K ",1987,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,CALLAO 
1911,2-72-1,2,SERVICIO INDUSTRIAL DE LA MARINA SIMA - CALLAO ,CONSTRUCCIONES NAVALES , ,BASE NAVAL CALLAO S/N ,1974,1986,PERÚ ,CALLAO ,CALLAO ,CALLAO 
1912,2-72-2,1,ROMAT PUBLICIDAD ,CONTADOR GENERAL , ,AV JAVIER PRADO 488 OFI 201 SAN ISIDRO ,2017,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1913,2-72-3,1,INSTITUTO PERUANO DEL DEPORTE ,ASESOR LEGAL , ,CALLE MADRE DE DIOS CDRA. 3 S/N CERCADO DE LIMA ,2017,2018,PERÚ ,LIMA ,LIMA ,LIMA 
1914,2-72-3,2,ASESOR LEGAL INDEPENDIENTE ,BACHILLER EN DERECHO , ,PROLONHACIÓN HUASCAR N° 196 ,2007,2016,PERÚ ,CALLAO ,CALLAO ,LA PERLA 
1915,2-72-3,3,REGISTRO NACIONAL DE IDENTIFICACIÓN Y ESTADO CIVIL ,EMPLEADO , ,JIRÓN CUZCO N° 653 ,2004,2006,PERÚ ,LIMA ,LIMA ,LIMA 
1916,2-72-4,1,INDEPENDIENTE ,VENTAS INDEPENDIENTES , ,JIRÓN ARRIETA N° 298 ,2018,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,LA PUNTA 
1917,2-72-4,2,MUNICIPALIDAD DISTRITAL DE LA PUNTA ,COORDINADORA DE ATENCIÓN AL VECINO , ,JIRÓN SAENZ PEÑA N° 298 ,2016,2017,PERÚ ,CALLAO ,CALLAO ,LA PUNTA 
1918,2-74-1,1,INDEPENDIENTE ,ASESORAMIENTO DE ASOCIACIONES DE EMPRENDEDORES , ,CALLE PERAL 103 OFICINA 50 3ER PISO ,2002,HASTA LA ACTUALIDAD,PERÚ ,AREQUIPA ,AREQUIPA ,AREQUIPA 
1919,2-74-3,1,ESTUDIO JURÍDICO ZEBALLOS GAMEZ MEDRANO & ASOCIADOS-ABOGADOS CONSULTORES ,ABOGADO , ,CALLE MERCADERES N° 413 ,2017,HASTA LA ACTUALIDAD,PERÚ ,AREQUIPA ,AREQUIPA ,AREQUIPA 
1920,2-74-3,2,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA- FACULTAD DE DERECHO ,CATEDRATICO UNIVERSITARIO , ,SANTA CATALINA 317 CERCADO - AV. VENEZUELA S/N AREA SOCIALES ,2003,2017,PERÚ ,AREQUIPA ,AREQUIPA ,AREQUIPA 
1921,2-74-3,3,INDEPENDIENTE ,ABOGADO ,10401848709,CALLE MERCADERES 413 CERCADO ,1977,2017,PERÚ ,AREQUIPA ,AREQUIPA ,AREQUIPA 
1922,2-74-4,1,I.E 40300 MIGUEL GRAU ( DESTACADO I.E SAN MARTÍN DE SOCABAYA) ,PROFESOR , ,AV. VENEZUELA S/N MIGUEL GRAU ZONA B ,2002,HASTA LA ACTUALIDAD,PERÚ ,AREQUIPA ,AREQUIPA ,PAUCARPATA 
1923,2-74-5,1,LENSOL EIRL ,TITULAR GERENTE ,20600052285,AV. EJERCITO 301 ,2015,HASTA LA ACTUALIDAD,PERÚ ,AREQUIPA ,AREQUIPA ,YANAHUARA 
1924,2-74-6,1,INDEPENDIENTE ,PELUQUERA , ,COOP. VILLA EL SOL B-11 ,2008,HASTA LA ACTUALIDAD,PERÚ ,AREQUIPA ,AREQUIPA ,ALTO SELVA ALEGRE 
1925,2-75-1,1,MINISTERIO DE EDUCACION ,PROFESOR DE AULA , ,CP LA LIBERTAD ,2011,2019,PERÚ ,AMAZONAS ,UTCUBAMBA ,BAGUA GRANDE 
1926,2-75-2,1,MINISTERIO DE EDUCACIÓN I.E. N° 16192 - 5 DE JUNIO - BAGUA ,PROFESOR DE AULA , ,JR. SAN PEDRO ,1995,2011,PERÚ ,AMAZONAS ,BAGUA ,BAGUA 
1927,2-75-2,2,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA - AMAZONAS ,COORDINADOR ACADÉMICO DEL PROGRAMA PRONAFCAD , ,JR. EL PORVENIR S/N SANTA MARÍA DE NIEVA ,2012,2013,PERÚ ,AMAZONAS ,CONDORCANQUI ,NIEVA 
1928,2-75-2,3,UNIVERSIDAD NACIONAL DE TRUJILLO ,MONITOR Y ACOMPAÑANTE PEDAGÓGICO , ,BAGUA GRANDE. ,2014,2015,PERÚ ,AMAZONAS ,UTCUBAMBA ,BAGUA GRANDE 
1929,2-75-2,4,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE CONDORCANQUI ,DIRECTOR GENERAL ,20479951757,JR. EL PORVENIR S/N SANTA MARÍA DE NIEVA ,2016,2019,PERÚ ,AMAZONAS ,CONDORCANQUI ,NIEVA 
1930,2-75-3,1, , , , , , , , , , 
1931,2-76-1,1,MUNICIPALIDAD PROVINCIAL DE PAITA ,ALCALDE ,20162361440,PLAZA DE ARMAS S/N ,2015,2018,PERÚ ,PIURA ,PAITA ,PAITA 
1932,2-76-1,2,MUNICIPALIDAD DISTRITAL DE COLAN ,ALCALDE , ,"JR, BOLIVAS 302 ",2011,2014,PERÚ ,PIURA ,PAITA ,COLAN 
1933,2-76-1,3,I.E. MARISCAL CASTILLA ,DIRECTOR , ,JR. MARAVILLA 506- PUEBLO NUEVO DE COLAN ,2007,2010,PERÚ ,PIURA ,PAITA ,COLAN 
1934,2-76-3,1,INDEPENDIENTE ,PROFESIONAL INDEPENDIENTE , ,CIRO ALEGRIA MZ. K. LT 19. A.H. EL OBRERO ,2019,HASTA LA ACTUALIDAD,PERÚ ,PIURA ,SULLANA ,SULLANA 
1935,2-76-3,2,GOBIERNO REGIONAL DE PIURA ,VICE GOBERNADOR , ,AV. SAN RAMON S/N PIURA ,2015,2018,PERÚ ,PIURA ,PIURA ,PIURA 
1936,2-76-3,3,OTTO TAVARA POLO (COMERCIAL TAVARA) ,ADMINISTRADOR , ,CALLE CIRO ALEGRIA 112. A.H. EL OBRERO ,1997,2014,PERÚ ,PIURA ,SULLANA ,SULLANA 
1937,2-76-3,4,CAJA MUNICIPAL DE AHORRO Y CREDITO DE SULLANA S.A. ,DIRECTOR , ,PLAZA DE ARMAS 138 ,2011,2013,PERÚ ,PIURA ,SULLANA ,SULLANA 
1938,2-76-4,1,UNIVERSIDAD NACIONAL DE PIURA ,INGENIEROA AGROINDUSTRIAL ,20172606777,URB. MIRAFLORES S/N ,2019,2019,PERÚ ,PIURA ,PIURA ,CASTILLA 
1939,2-76-5,1,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS ,INGENIERO AGRONOMO ,20105266988,"JR, CUZCO N° 421 - CHULUCANAS ",2019,2019,PERÚ ,PIURA ,MORROPON ,CHULUCANAS 
1940,2-76-6,1,UNIDAD EJECUTORA INSTITUTOS SUPERIORES EDUCACION PUBLICA REGIONAL DE PIURA ,ASISTENTE DE LOGISTICA ,20526489391,MZA. A LT. 02. GOBIERNO REGIONAL DE PIURA ,2012,2019,PERÚ ,PIURA ,PIURA ,PIURA 
1941,2-76-7,1,HERWLES NEMEA S.A.C. ,ASISTENTE DE TOPOGRAFO ,20662264867,"AV. LUIS MONTERO MZ. 58, LT. 13, A.A.H.H. CHICLAYITO ",2019,2019,PERÚ ,PIURA ,PIURA ,CASTILLA 
1942,2-76-7,2,DIRECCION DE SALUD PIURA ,DIGITADOR DE FICHAS DE DEFUNCION , ,AV. IRAZOLA S/N ,2018,2018,PERÚ ,PIURA ,PIURA ,CASTILLA 
1943,2-76-7,3,CLAS SAN MIGUEL ,ASISTENTE DE LOGISTICA , ,CALLE 5 JIRON B. URB. SAN JOSE ,2018,2018,PERÚ ,PIURA ,PIURA ,PIURA 
1944,2-76-7,4,GERENCIA REGIONAL DE SANEAMIENTO FISICO LEGAL DE LA PROPIEDAD RURAL Y ESTATAL ,ATENCION AL ADMINISTADO , ,LOS COCOS S/N ,2017,2017,PERÚ ,PIURA ,PIURA ,PIURA 
1945,2-76-7,5,CENTRO DE SALUD MATERNO INFANTIL (CESAMICA) CASTILLA - PIURA ,AREA DE ADMISION Y APOYO EN EL AREA DE ESTADISTICA , ,AV. RAMON CASTILLA N° 385. DISTRITO DE CASTILLA ,2015,2015,PERÚ ,PIURA ,PIURA ,CASTILLA 
1946,2-77-1,1,SUNARP ,JEFE DE LA OFICINA DE ADMINISTRACION , ,URBANIZACION JOSE ORTIZ VERGARA MZ A LOTE10 - ENACE ,2015,2018,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
1947,2-77-2,1,MUNICIPALIDAD PROVINCIAL DE HUANTA ,JEFE DE DIVISION DE TRANSPORTE Y SEGURIDAD VIAL , ,JR. RAZUHILLCA - PLAZA PRINCIPAL ,2019,HASTA LA ACTUALIDAD,PERÚ ,AYACUCHO ,HUANTA ,HUANTA 
1948,2-77-3,1,I.E.P. MX 38085 SAN JOSE DE TICLLAS ,DOCENTE , ,SAN JOSE DE TICLLAS ,2018,2018,PERÚ ,AYACUCHO ,HUAMANGA ,SAN JOSE DE TICLLAS 
1949,2-78-1,1,CORPORACIÓN SEVENMIN EIRL ,GERENTE GENERAL ,20569084807,AV GIRALDEZ N° 274 OF 515 ,2014,HASTA LA ACTUALIDAD,PERÚ ,JUNIN ,HUANCAYO ,HUANCAYO 
1950,2-78-2,1,INDEPENDIENTE ,ASESOR , ,CALLE SAN JUAN N° 318 URB SAN ANTONIO ,2019,HASTA LA ACTUALIDAD,PERÚ ,JUNIN ,HUANCAYO ,HUANCAYO 
1951,2-78-3,1,SUNAT ,ABOGADO - LIC. EN ADMINISTRACIÓN , ,JR. LORETO N° 300 HUANCAYO ,1993,2017,PERÚ ,JUNIN ,HUANCAYO ,HUANCAYO 
1952,2-79-1,1,"ESTUDIO JURÍDICO ""ESTRADA&HERRERA"" ABOGADOS ",ABOGADO , ,JR. UNIÓN 665 ,2011,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,SANTA ,CHIMBOTE 
1953,2-79-1,2,MUNICIPALIDAD PROVINCIAL DEL SANTA ,REGIDOR , ,JR. VIILAVICENCIO N 321 ,2015,2018,PERÚ ,ANCASH ,SANTA ,CHIMBOTE 
1954,2-79-1,3,ESCUELA TÉCNICA DE LA POLICÍA NACIONAL DEL PERÚ ,DOCENTE , ,URB. BELLAMAR II ETAPA ,2016,2017,PERÚ ,ANCASH ,SANTA ,NUEVO CHIMBOTE 
1955,2-79-1,4,MISTERIO PUBLICO - FISCALIA DE LA NACIÓN ,FISCAL PROVINCIAL ANTICORRUPCIÓN , ,JR. TUMBES N 345 ,2011,2011,PERÚ ,ANCASH ,SANTA ,CHIMBOTE 
1956,2-79-1,5,MINISTERIO PUBLICO - FISCALIA DE LA NACIÓN ,FISCAL ADJUNTO CIVIL , ,AV PARDO ,2006,2010,PERÚ ,ANCASH ,SANTA ,CHIMBOTE 
1957,2-79-2,1,PUESTO DE SALUD MIRGAS ,MEDICO CIRUJANO , ,MIRGAS ,2019,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,ANTONIO RAIMONDI ,MIRGAS 
1958,2-79-3,1,UNIDAD DE GESTIÓN LOCAL CARLOS FERMIN FITSCARRALD ,DIRECTOR , ,JR. 2 DE MAYO 306 ,2016,2019,PERÚ ,ANCASH ,CARLOS FERMIN FITZCARRALD ,SAN LUIS 
1959,2-79-3,2,MUNICIPALIDAD PROVINCIAL DE YUNGAY ,ALCALDE , ,PLAZA DE ARMAS S/N ,2011,2014,PERÚ ,ANCASH ,YUNGAY ,YUNGAY 
1960,2-79-3,3,CENTRO DE EDUCACION BASICA ALTERNATIVA SANTA INES ,PROFESOR , ,JR. LEONCIO PRADO S/N ,1995,2010,PERÚ ,ANCASH ,YUNGAY ,YUNGAY 
1961,2-79-4,1,EMPRESA CONSTRUCTORA JHOE S.A.C ,EMPRESARIA , ,PSJE. 7 DE JUNIO. URB. EL MILAGRO ,2009,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
1962,2-79-4,2,CORPORACION JS&G S.A.C ,EMPRESARIA ,20604587892,PSJE 7 DE JUNIO .URB EL MILAGRO ,2019,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
1963,2-79-4,3,PROVEEDORA EN GENERAL- PERSONA NATURAL ,PROVEEDORA ,10316791340,PSJE 7 DE JUNIO S/N URB EL MILAGRO ,2012,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
1964,2-79-4,4,UGEL HUARAZ ,DOCENTE , ,PSJE 7 DE JUNIO S/N URB EL MILAGRO ,2016,2017,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
1965,2-79-5,1,RADIODIFUSORA HUANDOY E.I.R.L. ,COMUNICADOR SOCIAL ,20530700438,JR. MARIANO MELGAR S/N ,2015,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,HUAYLAS ,CARAZ 
1966,2-80-1,1,MUNICIPALIDAD DISTRITAL DE LA PUNTA ,ALCALDE , ,SAENZ PEÑA 298 LA PUNTA ,2015,2018,PERÚ ,CALLAO ,CALLAO ,LA PUNTA 
1967,2-80-1,2,ASOCIACION PRO VIVIENDA ALMIRANTE GRAU ,ASESOR ,20147986174,AV RAFAEL ESCARDO 665 ,1994,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,SAN MIGUEL 
1968,2-80-2,1,SUPERINTENDENCIA NACIONAL DE REGISTROS PUBLICOS SUNARP ZONA REGISTRAL IX - SEDE LIMA ,TECNICO REGISTRAL , ,EDGARDO REBAGLIATI 561 ,2013,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,JESUS MARIA 
1969,2-80-3,1,SUPERINTENDECIA NACIONAL DE BIENES ESTATALES - SBN ,PROFESIONAL TECNICO , ,CHINCHON 890 ,2018,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1970,2-80-3,2,MINISTERIO DE TRABAJO Y PROMOCION DEL EMPLEO ,ASESOR DEL DESPACHO VICEMINISTERIAL DE TRABAJO , ,AV GRAL SALAVERRY 655 ,2018,2018,PERÚ ,LIMA ,LIMA ,JESUS MARIA 
1971,2-80-3,3,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS. PROGRAMA NACIONAL DE BIENES INCAUTADOS - PRONABI ,COORDINADOR EJECUTIVO , ,PASAJE MONACO 171 ,2017,2018,PERÚ ,LIMA ,LIMA ,SANTIAGO DE SURCO 
1972,2-80-3,4,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS. PROGRAMA NACIONAL DE BIENES INCAUTADOS - PRONABI ,ASESOR DE LA SECRETARIA EJECUTIVA , ,PASAJE MONACO 171 ,2017,2017,PERÚ ,LIMA ,LIMA ,SANTIAGO DE SURCO 
1973,2-80-3,5,CONGRESO DE LA REPUBLICA ,ASESOR DE DESPACHO CONGRESAL , ,JR AZANGARO 468 ,2016,2017,PERÚ ,LIMA ,LIMA ,LIMA 
1974,2-80-4,1,E LAUSI EIRL ,SUB GERENCIA DE OPERACIONES , ,AV OSCAR R BENAVIDES 4703 ,2018,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,CALLAO 
1975,2-80-4,2,ASSOCIATION OF CANADIAN COMMUNITY COLLEGES SUCURSAL DEL PERU ,ASISTENTE ADMINISTRATIVO FINANCIERO , ,CALLE LA DUQUEZA 104 ,2015,2017,PERÚ ,LIMA ,LIMA ,SANTIAGO DE SURCO 
1976,2-80-4,3,EPLI SAC ,ASISTENTE DE GERENCIA , ,JR TARAPOTO 1157 ,2013,2014,PERÚ ,LIMA ,LIMA ,BREÑA 
1977,2-81-1,1,GOBIERNO REGIONAL DE LORETO ,ASESOR II , ,AVENIDA ABELARDO QUIÑONEZ KM 1.5 ,2019,2019,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
1978,2-81-1,2,UNIVERSIDAD PRIVADA DEL ORIENTE ,DOCENTE CONTRATADO DE PREGRADO , ,AV. ABELARDO QUIÑONES 2725 ,2007,2017,PERÚ ,LORETO ,MAYNAS ,SAN JUAN BAUTISTA 
1979,2-81-1,3,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA ,DOCENTE CONTRATADO DE POSGRADO , ,CALLE LOS ROSALES S/N ,2018,2018,PERÚ ,LORETO ,MAYNAS ,SAN JUAN BAUTISTA 
1980,2-81-1,4,DIRECCIÓN REGIONAL DE EDUCACIÓN DE LORETO ,ESPECIALISTA DE EDUCACIÓN SECUNDARIA , ,MALECON TARAPACA #346 ,2017,2018,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
1981,2-81-1,5,INSTITUCION EDUCATIVA MARISCAL OSCAR R. BENAVIDES ,SUB DIRECTOR DE FORMACIÓN GENERAL , ,AVENIDA MARISCAL CACERES 1454 ,2006,2016,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
1982,2-81-4,1,CONSORCIO SALUD LORETO ,AYUDANTE GENERAL , ,AV. AVELARDO QUIÑONES KM 1.4 - IQUITOS ,2019,2019,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
1983,2-82-1,1,ESTUDIO JURIDICO ,ABOGADA , ,JR JUNIN 555 OFICINA 205 ,2019,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1984,2-82-2,1,CONSTRUCTORA E INMOVILIARIA COARCA SAC ,GERENTE GERENTE ,20482106278,CALLE FRANCISCO SOLANO 560 - 3ER PISO ,2008,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1985,2-82-3,1,CONGRESO DE LA REPUBLICA ,ASISTENTE , ,PLAZA BOLIVAR - AV. ABANCAY S/N ,2014,2015,PERÚ ,LIMA ,LIMA ,LIMA 
1986,2-82-4,1,CIBERTEC ,COORDINADORA ACADEMICA , ,AV EL EJERCITO 889 ,2014,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1987,2-82-5,1,MERCADO CENTRAL DE TRUJILLO ,COMERCIANTE DE CARNE ROJA ,10178527393,"MERCADO CENTRAL PASAJE SAN AGUSTIN Y PASAJE JUAN ARMAS, PUESTO 288 - CENTRO HISTORICO DE TRUJILLO ",1993,2009,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1988,2-82-7,1, , , , , , , , , , 
1989,2-83-2,1,MUNICIPALIDAD PROVINCIAL DE HUARI ,RESPONSABLE DEL ÁREA TÉCNICA MUNICIPAL ,20193046551,JR. RAMÓN CASTLLA N° 470 ,2019,2019,PERÚ ,ANCASH ,HUARI ,HUARI 
1990,2-83-2,2,CONSTRUCTORA E INMOBILIARIA JHF E.I.R.L. ,ASISTENTE TÉCNICO DE OBRA ,20513123338,AV. LOS CONQUISTADORES 396 ,2018,2019,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1991,2-83-2,3,MUNICIPALIDAD DISTRITAL DE ANRA ,ENCARGADA DE PLATAFORMA DEL SEACE ,20206179695,PLAZA DE ARMAS S/N ,2018,2018,PERÚ ,ANCASH ,HUARI ,ANRA 
1992,2-83-2,4,CONTRATISTAS GENERALES DIAMANTE S.A.C. ,DISEÑO E IMPLEMENTACIÓN PARA ORNAMENTAR ESTRUCTURAS DE TECHO ,20534128828,CALLE BURGOS N° 112 ,2018,2018,PERÚ ,LIMA ,LIMA ,LINCE 
1993,2-83-2,5,MUNICIPALIDAD DISTRITAL DE SAN NICOLÁS ,ELABORACIÓN DE ESTUDIO DE CARACTERIZACIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS Y ELAB. PLAN VIAL M40. ,20200965192,PLAZA DE ARMAS SIN NÚMERO ,2016,2017,PERÚ ,ANCASH ,CARLOS FERMIN FITZCARRALD ,SAN NICOLAS 
1994,2-83-3,1,CEBA GRAN CHAVIN ,PROFESOR POR HORAS , ,CHIMBOTE ,2019,2019,PERÚ ,ANCASH ,SANTA ,CHIMBOTE 
1995,2-83-3,2,I.E. REPÚBLICA ARGENTINA ,DIRECTOR , ,AV. PACÍFICO QUINTA CUADRA S/N ,2006,2018,PERÚ ,ANCASH ,SANTA ,NUEVO CHIMBOTE 
1996,2-83-3,3,MINISTERIO DE EDUCACIÓN ,DIRECTOR GENERAL COLEGIO DE ALTO RENDIMIENTO , ,CAJAMARCA ,2015,2016,PERÚ ,CAJAMARCA ,CAJAMARCA ,JESUS 
1997,2-83-3,4,DIRECCION REGIONAL DE EDUCACIÓN ,DIRECTOR , ,JR. SUCRE N° 731 ,2009,2010,PERÚ ,ANCASH ,HUARAZ ,HUARAZ 
1998,2-83-3,5,DIRECCION REGIONAL DE EDUCACIÓN ,DIRECTOR , ,JR. SUCRE N° 731 ,2017,2018,PERÚ ,ANCASH ,HUARAZ ,HUARAZ 
1999,2-83-4,1, , , , , , , , , , 
2000,2-84-1,1,RED DE SALUD TACNA ,JEFE DE ECONOMÍA ,20602051995,CALLE BLONDELL N° 50 ,2017,HASTA LA ACTUALIDAD,PERÚ ,TACNA ,TACNA ,TACNA 
2001,2-84-1,2,DIRECCION REGION DE SALUD TACNA ,JEFE DE CONTABILIDAD ,20195189146,CALLE BLONDELL S/N ,2011,2016,PERÚ ,TACNA ,TACNA ,TACNA 
2002,2-84-1,3,NEUMANN BUSINESS SCHOOL S.A.C. ,DOCENTE ,20449293925,AV. BOLOGNESI 987 ,2016,2017,PERÚ ,TACNA ,TACNA ,TACNA 
2003,2-84-2,1,UNIVERSIDAD PRIVADA DE TACNA ,ASISTENTE ADMINISTRATIVO ,20119917698,AV. BOLOGNESI 1177 ,2017,2018,PERÚ ,TACNA ,TACNA ,TACNA 
2004,2-84-2,2,ELECTROSUR SA ,ANALISTA LEGAL COMERCIAL ,20119205949,CALLE ZELA N° 408 ,2016,2016,PERÚ ,TACNA ,TACNA ,TACNA 
2005,2-84-2,3,ZONA FRANCA Y ZONA COMERCIAL DE TACNA ,ASISTENTE DE DESPACHO DE REGIMEN SIMPLIFICADO ,20147797011,PANAMERICANA SUR S/N KM. 1308 ,2014,2015,PERÚ ,TACNA ,TACNA ,TACNA 
2006,2-84-3,1,ZOFRA TACNA ,INGENIERO AGRONOMO ,20147797011,PANAMERICANA SUR KM 1308 ,1997,HASTA LA ACTUALIDAD,PERÚ ,TACNA ,TACNA ,TACNA 
2007,2-85-1,1,PRONAMACHS ,INGENIERO RESIDENTE , ,TAYABAMBA ,2002,2003,PERÚ ,LA LIBERTAD ,PATAZ ,TAYABAMBA 
2008,2-85-2,1,JACOBS PROYECTOS CONSTRUCCIONES SURVEYING SAC ,GERENTE ,20540022977,LAS CASUARINAS 520 INT 101 URB. SANTA EDELMIRA ,2013,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
2009,2-85-3,1,TELEFONICA DEL PERU S.A.A. ,EMPLEADO ,20100017491,JR. JUNIN 650 - TRUJILLO CENTRO ,1986,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
2010,2-85-4,1, , , , , , , , , , 
2011,2-85-5,1,SANTO TORIBIO CONSTRUCTORES Y CONSULTORES ,ABOGADA ,20560076798,ELIAS VASQUEZ N 299 OF. 1202 - URB. SAN ANDRES ,2019,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
2012,2-85-6,1,MLV ENGINEERING & CONSULTING EIRL ,GERENTE DE OPERACIONES ,20602651623,AV. HUSARES DE JUNIN 1203 OFICINA 401 ,2017,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
2013,2-85-7,1,EL PICAFLOR TOURS SAC ,ASISTENTE DE COUNTER ,20440136908,PROLONGACIÓN CESAR VALLEJO 1358 ,2015,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
2014,2-86-1,1,EMPRESA DE TRANSPORTE Y TURISMO 'BRUNING EXPRESS' ,GERENTE GENERAL ,20214476259,VICENTE DE LA VEGA N°156 ,2012,2018,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
2015,2-86-3,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,DOCENTE ,20105685875,AV. JUAN XXIII 391 ,2009,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE 
2016,2-86-3,2,UNIVERSIDAD DE CHICLAYO ,DOCENTE ,20209239541,KM. 3.5 CARRETERA A PIMENTEL - PIMENTEL ,2015,2015,PERÚ ,LAMBAYEQUE ,CHICLAYO ,PIMENTEL 
2017,2-86-3,3,CENTRO EDUCATIVO DE APLICACIÓN PRIVADO PEDRO RUIZ GALLO ,DIRECTOR , ,AV. JUAN XXIII 391 ,2018,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE 
2018,2-86-4,1,INDEPENDIENTE ,ABOGADA , ,CALLE AMÉRICA N° 100 - DISTRITO: J.L.O. - URB. SAN LORENZO ,2010,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
2019,2-86-5,1,MUNICIPALIDAD DISTRITAL DE JOSÉ LEONARDO ORTIZ ,ABOGADA ,20148364975,AVENIDA SAENZ PEÑA N° 2151 - URB. LATINA ,1991,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,JOSE LEONARDO ORTIZ 
2020,2-87-1,1,ESTUDIO VILLANUEVA NUÑEZ ABOGADOS S.C.R.L. ,ABOGADO ,20517026621,AV. ALFREDO BENAVIDES 540 INTERIOR 104 - MIRAFLORES ,2007,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,MIRAFLORES 
2021,2-87-2,1,ESTUDIO JURÍDICO PALOMINO & ASOCIADOS ,ABOGADO , ,JR. APURIMAC N°214 - B SEGUNDO NIVEL- OFICINA 04 ,2012,HASTA LA ACTUALIDAD,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
2022,2-87-3,1,I.E.P. CORAZÓN DE JESÚS EN VALORES ,COORDINADORA ,20518402243,PUEBLO JOVEN VARGAS LLOSA MZ G LOTE 12 NUEVA ESPERANZA ,2005,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,VILLA MARIA DEL TRIUNFO 
2023,2-88-2,1,GRUPO MOLINERO EL PESCADITO SAC ,GERENTE GENERAL ,20602822711,CARRETERA FERNANDO BELAUNDE TERRY NUEVO COPAL AUCAYACU ,2018,2019,PERÚ ,HUANUCO ,LEONCIO PRADO ,JOSE CRESPO Y CASTILLO 
2024,2-88-3,1, , , , , , , , , , 
